,,Level 3pm (pieces/m3),-9999: No data,,,,,,,,,,
-177.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-172.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-167.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-162.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-157.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-152.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-142.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-137.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-132.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-127.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-122.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-117.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-112.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-107.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-102.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-97.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-92.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,67,-9999,-9999,-9999,-9999,0.135,0.1,0.045,0.102,0.059,0.049,0.121,0.092
-62.5,67,0.063,0.081,0.112,0.443,0.502,0.466,0.192,0.502,0.089,0.05,0.037,0.033
-57.5,67,0.008,0.013,0.02,0.031,0.034,0.244,0.414,0.592,0.03,0.018,0.012,0.008
-52.5,67,0.019,0.018,0.031,0.029,0.063,0.068,0.064,0.052,0.048,0.029,0.014,0.019
-47.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,67,0,0.001,0.001,0.001,0.002,0.005,0.009,0.007,0.002,0.001,0.001,0.001
-27.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-22.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-17.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,67,0.008,0.008,0.007,0.019,0.036,0.022,0.138,0.175,0.018,0.025,0.012,0.008
7.5,67,0.006,0.006,0.006,0.021,0.033,0.013,0.047,0.081,0.014,0.015,0.007,0.006
12.5,67,0.004,0.005,0.005,0.031,0.044,0.018,0.045,0.064,0.013,0.009,0.006,0.005
17.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,69,0,0,0,0,0,0,0,0,0,0,0,0
-172.5,69,0.141,0.184,0.435,0.227,0.198,0.202,0.23,0.117,0.037,0.015,0.018,0.054
-167.5,69,0.15,0.173,0.361,0.165,0.139,0.133,0.311,0.087,0.033,0.016,0.021,0.062
-162.5,69,-9999,0.044,0.081,0.043,0.089,0.467,0.574,0.073,0.122,0.035,0.029,0.029
-157.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-152.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-142.5,69,0.029,-9999,-9999,-9999,0.024,0.053,0.04,0.027,0.15,0.012,-9999,-9999
-137.5,69,0.031,-9999,-9999,0.004,0.009,0.01,0.022,0.028,0.024,0.008,-9999,-9999
-132.5,69,0.116,0.116,0.116,0.116,0.115,0.055,0.07,0.046,0.116,0.046,0.116,0.116
-127.5,69,0.037,-9999,-9999,0.006,0.02,0.017,0.037,0.015,0.051,0.011,-9999,-9999
-122.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-117.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-112.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-107.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-102.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-97.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-92.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-87.5,69,0.423,0.423,0.405,0.325,0.423,0.423,0.423,0.423,0.079,0.1,0.423,0.423
-82.5,69,-9999,-9999,-9999,-9999,0.055,0.097,0.072,0.107,0.057,0.025,-9999,-9999
-77.5,69,0.233,0.233,0.233,0.233,0.233,0.233,0.102,0.233,0.104,0.127,0.103,0.233
-72.5,69,-9999,-9999,-9999,-9999,-9999,-9999,0.056,0.187,0.047,0.056,-9999,-9999
-67.5,69,0.064,0.064,0.064,0.126,0.126,0.126,0.058,0.126,0.027,0.016,0.019,0.025
-62.5,69,0.006,0.007,0.008,0.027,0.058,0.033,0.027,0.082,0.014,0.008,0.006,0.004
-57.5,69,0.011,0.018,0.024,0.096,0.048,0.107,0.206,0.161,0.025,0.014,0.01,0.007
-52.5,69,0.017,0.024,0.035,0.052,0.117,0.148,0.156,0.086,0.044,0.028,0.017,0.021
-47.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,69,0.001,0.001,0.001,0.002,0.003,0.005,0.004,0.003,0.001,0.001,0.001,0.001
-27.5,69,0,0,0.001,0.001,0.002,0.005,0.003,0.004,0.001,0.001,0.001,0
-22.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-17.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,69,0.009,0.008,0.008,0.009,0.013,0.015,0.042,0.229,0.02,0.049,0.013,0.009
7.5,69,0.005,0.006,0.005,0.008,0.014,0.009,0.024,0.106,0.012,0.063,0.008,0.006
12.5,69,0.003,0.004,0.003,0.013,0.026,0.008,0.021,0.049,0.008,0.012,0.004,0.004
17.5,69,0.095,0.118,0.096,0.343,1.315,0.354,0.749,1.333,0.276,0.282,0.131,0.111
22.5,69,0.146,0.134,0.108,0.639,0.341,0.266,0.645,4.097,0.256,0.144,0.122,0.114
27.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,69,0.299,0.211,0.158,2.713,2.709,0.646,0.799,1.08,1.223,0.266,0.185,0.271
37.5,69,0.266,0.231,0.389,1.041,1.652,1.175,2.355,2.891,1.04,0.454,0.294,0.261
42.5,69,0.187,0.162,0.323,1.105,1.054,0.997,2.088,1.543,1.124,0.511,0.251,0.22
47.5,69,0.204,0.182,0.295,1.223,1.378,0.978,1.594,1.033,1.737,0.644,0.29,0.227
52.5,69,0.244,0.34,0.461,2.519,1.359,0.761,0.996,0.633,1.451,0.605,0.279,0.22
57.5,69,1.276,1.759,2.172,6.211,3.25,1.822,1.604,1.105,2.467,0.851,0.571,0.503
62.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
157.5,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,69,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,-9999,-9999
167.5,69,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999,-9999
172.5,69,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,-9999
177.5,69,-9999,-9999,-9999,-9999,0,0,0,0,0,0,0,0
-177.5,71,0.613,0.594,1.353,0.771,0.634,0.917,0.353,0.242,0.143,0.046,0.066,0.23
-172.5,71,0.301,0.274,1.116,0.314,0.359,0.365,0.302,0.211,0.086,0.029,0.045,0.129
-167.5,71,0.304,0.262,0.804,0.25,0.315,0.215,0.335,0.196,0.079,0.032,0.049,0.167
-162.5,71,0.525,0.447,1.285,0.318,0.509,0.255,0.947,0.179,0.094,0.042,0.071,0.357
-157.5,71,1.464,1.026,2.052,0.689,1.563,2.052,0.772,0.296,0.18,0.093,0.202,0.986
-152.5,71,1.656,1.656,1.656,1.442,1.656,1.656,1.656,0.925,0.432,0.205,1.656,1.656
-147.5,71,1.086,0.681,1.179,0.238,0.489,0.345,0.209,0.129,0.072,0.03,0.49,0.808
-142.5,71,0.704,0.579,0.704,0.167,0.207,0.105,0.088,0.069,0.039,0.018,0.541,0.704
-137.5,71,0.299,0.299,0.299,0.08,0.063,0.03,0.033,0.033,0.017,0.01,0.265,0.299
-132.5,71,0.006,0.006,0.006,0.002,0.001,0.001,0.001,0.001,0,0,0.006,0.005
-127.5,71,0.145,0.145,0.145,0.066,0.031,0.021,0.031,0.031,0.012,0.007,0.107,0.106
-122.5,71,0.126,0.126,0.126,0.126,0.063,0.029,0.037,0.034,0.018,0.008,0.126,0.126
-117.5,71,0.063,-9999,-9999,-9999,0.246,0.306,0.139,0.184,0.284,0.213,0.132,-9999
-112.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-107.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.251,0.395,-9999,-9999,-9999
-102.5,71,0.648,0.648,0.639,0.622,0.648,0.648,0.648,0.206,0.062,0.168,0.648,0.648
-97.5,71,0.661,0.661,0.596,0.661,0.661,0.661,0.661,0.48,0.141,0.383,0.661,0.414
-92.5,71,-9999,-9999,-9999,-9999,-9999,0.516,0.314,0.139,0.064,0.051,-9999,-9999
-87.5,71,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531,0.531
-82.5,71,-9999,-9999,-9999,-9999,0.076,0.148,0.057,0.142,0.111,0.065,-9999,-9999
-77.5,71,-9999,-9999,-9999,-9999,0.059,0.074,0.037,0.093,0.04,0.025,-9999,-9999
-72.5,71,-9999,-9999,-9999,-9999,-9999,0.052,0.022,0.108,0.019,0.011,-9999,-9999
-67.5,71,0.011,0.011,0.012,0.04,0.078,0.063,0.032,0.14,0.01,0.008,0.009,0.005
-62.5,71,0.008,0.009,0.008,0.06,0.104,0.023,0.017,0.048,0.01,0.007,0.005,0.004
-57.5,71,0.015,0.021,0.043,0.022,0.033,0.032,0.042,0.027,0.013,0.009,0.009,0.006
-52.5,71,0.007,0.01,0.015,0.021,0.031,0.043,0.039,0.025,0.016,0.008,0.006,0.009
-47.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-27.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-22.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-17.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,71,0.024,0.011,0.014,0.01,0.015,0.025,0.071,0.399,0.071,0.019,0.022,0.01
7.5,71,0.02,0.011,0.012,0.009,0.013,0.016,0.043,0.233,0.035,0.02,0.041,0.013
12.5,71,0.093,0.168,0.088,0.101,0.127,0.119,0.29,0.768,0.189,0.208,0.382,0.123
17.5,71,0.131,0.241,0.134,0.431,0.306,0.27,0.546,1.249,0.265,0.678,0.18,0.16
22.5,71,0.219,0.23,0.222,0.822,0.721,0.659,1.208,2.042,0.496,0.794,0.253,0.224
27.5,71,0.298,0.288,0.381,1.346,1.367,1.518,3.483,8.569,0.762,0.951,0.303,0.343
32.5,71,0.263,0.229,0.421,1.618,1.144,1.189,3.918,10.571,0.769,0.858,0.281,0.318
37.5,71,0.328,0.264,0.603,7.967,1.101,1.129,4.05,2.718,1.238,1.2,0.402,0.407
42.5,71,0.291,0.242,0.593,5.873,1.334,1.193,4.442,1.611,1.465,1.183,0.445,0.402
47.5,71,0.227,0.223,0.419,6.271,1.159,1.08,2.616,1.191,2.031,2.162,0.424,0.309
52.5,71,0.245,0.256,0.443,1.449,1.254,1.197,1.748,1.001,3.412,5.222,0.545,0.318
57.5,71,1.056,0.906,2.251,8.729,6.077,2.401,1.934,1.055,2.406,1.78,0.882,0.552
62.5,71,1.078,0.984,1.829,6.492,2.926,5.258,1.103,0.636,1.3,0.981,0.426,0.284
67.5,71,0.182,-9999,-9999,-9999,-9999,3.024,0.461,0.192,1.103,0.65,0.108,0.086
72.5,71,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,0,-9999
77.5,71,-9999,-9999,-9999,0,-9999,0,0,0,0,0,-9999,-9999
82.5,71,-9999,-9999,-9999,0,-9999,0,0,0,0,0,-9999,-9999
87.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,71,-9999,-9999,-9999,-9999,-9999,-9999,0.194,0.129,0.189,0.048,0.037,-9999
142.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
147.5,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
152.5,71,-9999,-9999,-9999,-9999,-9999,0.479,0.245,0.129,0.146,0.117,-9999,-9999
157.5,71,-9999,-9999,-9999,-9999,-9999,-9999,0.071,0.065,0.114,0.167,-9999,-9999
162.5,71,0.223,0.223,0.223,0.223,0.223,0.223,0.065,0.025,0.041,0.082,0.068,0.138
167.5,71,0.107,0.106,0.107,0.107,0.077,0.048,0.018,0.009,0.013,0.012,0.031,0.043
172.5,71,0,0,0,0,0,0,0,0,0,0,0,0
177.5,71,0.692,0.725,1.069,1.069,0.778,1.069,0.337,0.14,0.216,0.068,0.143,0.258
-177.5,73,0.759,0.401,1.685,0.399,0.506,0.962,0.482,0.504,0.204,0.044,0.056,0.228
-172.5,73,0.585,0.362,2.074,0.342,0.548,0.736,0.527,0.484,0.167,0.049,0.07,0.278
-167.5,73,0.559,0.365,1.74,0.315,0.648,0.648,0.654,0.649,0.161,0.051,0.085,0.399
-162.5,73,0.597,0.406,1.457,0.307,0.801,0.842,2.451,0.732,0.167,0.051,0.099,0.44
-157.5,73,0.62,0.45,1.259,0.301,0.897,2.024,1.655,0.537,0.147,0.051,0.188,0.495
-152.5,73,0.557,0.434,1.062,0.262,0.76,2.095,0.803,0.36,0.112,0.051,0.22,0.458
-147.5,73,0.531,0.44,0.953,0.247,0.576,1.251,0.419,0.223,0.084,0.048,0.288,0.423
-142.5,73,0.546,0.482,0.904,0.253,0.428,0.541,0.493,0.196,0.067,0.051,0.25,0.405
-137.5,73,0.491,0.462,0.695,0.228,0.286,0.343,0.25,0.123,0.063,0.044,0.253,0.335
-132.5,73,0.387,0.387,0.387,0.166,0.153,0.108,0.086,0.063,0.037,0.027,0.231,0.232
-127.5,73,0.129,0.129,0.129,0.092,0.067,0.048,0.04,0.028,0.015,0.01,0.129,0.106
-122.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-117.5,73,-9999,-9999,-9999,-9999,0.281,0.499,0.198,0.213,0.1,0.499,-9999,-9999
-112.5,73,0.528,0.528,0.528,0.528,0.528,0.528,0.528,0.383,0.135,0.528,0.528,0.508
-107.5,73,-9999,-9999,-9999,-9999,-9999,-9999,0.12,0.499,0.118,0.026,-9999,-9999
-102.5,73,0.444,0.425,0.372,0.437,0.562,0.562,0.562,0.225,0.059,0.158,0.562,0.302
-97.5,73,-9999,-9999,-9999,-9999,-9999,-9999,0.441,0.156,0.087,0.033,-9999,-9999
-92.5,73,-9999,-9999,-9999,-9999,-9999,0.501,0.168,0.171,0.113,0.062,-9999,-9999
-87.5,73,-9999,-9999,-9999,-9999,0.052,0.215,0.06,0.117,0.123,0.053,-9999,-9999
-82.5,73,-9999,-9999,-9999,-9999,0.042,0.097,0.044,0.053,0.043,0.022,-9999,-9999
-77.5,73,-9999,-9999,-9999,-9999,0.017,0.062,0.017,0.026,0.012,0.006,-9999,-9999
-72.5,73,0.005,0.005,0.005,0.015,0.015,0.063,0.026,0.019,0.003,0.003,0.003,0.002
-67.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,73,0.004,0.006,0.016,0.005,0.008,0.012,0.007,0.009,0.009,0.004,0.002,0.013
-57.5,73,0.002,0.002,0.003,0.003,0.005,0.013,0.015,0.007,0.007,0.006,0.004,0.002
-52.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-27.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-22.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-17.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,73,0.142,0.101,0.112,0.117,0.188,0.408,1.059,2.536,0.765,0.172,0.162,0.098
7.5,73,0.184,0.081,0.109,0.084,0.135,0.251,0.674,2.317,0.834,0.139,0.173,0.094
12.5,73,0.121,0.046,0.085,0.054,0.075,0.122,0.316,1.037,0.567,0.077,0.13,0.067
17.5,73,0.129,0.074,0.15,0.114,0.118,0.21,0.46,0.99,2.08,0.105,0.179,0.138
22.5,73,0.195,0.103,0.218,0.164,0.171,0.311,0.67,1.461,1.08,0.142,0.204,0.266
27.5,73,0.346,0.227,0.722,0.407,0.398,0.762,2.114,5.165,1.171,0.359,0.331,0.939
